gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,course_diff
female,Bachelor of Computer Applications,0.98,92.2,yes,5.8,poor,group study,high,hard,51.3,4
male,Bachelor of Science,2.46,99.4,yes,5.7,good,online videos,medium,easy,53.6,5
female,Bachelor of Computer Applications,6.11,47.0,yes,4.1,average,self-study,medium,moderate,50.3,4
male,Bachelor of Computer Applications,4.03,64.7,yes,4.5,average,self-study,low,moderate,45.7,4
female,Bachelor of Technology,5.23,54.5,yes,8.1,average,online videos,high,easy,66.1,6
male,Bachelor of Technology,0.08,74.0,yes,7.5,good,group study,medium,easy,36.6,6
other,Bachelor of Computer Applications,7.39,61.6,yes,6.1,average,mixed,low,easy,83.3,4
female,Bachelor of Commerce,1.33,92.7,yes,5.5,average,online videos,medium,easy,55.9,2
male,Bachelor of Commerce,2.55,96.1,yes,6.8,good,online videos,high,easy,70.6,2
other,Bachelor of Commerce,7.58,59.5,no,7.8,good,coaching,low,moderate,78.3,2
other,Diploma,5.86,61.4,yes,5.8,good,online videos,low,moderate,70.8,0
male,Bachelor of Commerce,4.09,72.1,yes,4.8,average,online videos,high,moderate,59.0,2
male,Bachelor of Commerce,6.9,78.1,yes,9.5,average,coaching,low,hard,70.1,2
male,Bachelor of Commerce,0.49,85.1,yes,4.7,average,mixed,low,moderate,46.2,2
female,Bachelor of Technology,0.61,46.0,yes,9.0,good,group study,medium,moderate,31.4,6
female,Bachelor of Technology,1.24,43.1,yes,7.4,good,online videos,medium,easy,34.8,6
female,Bachelor of Commerce,2.12,80.7,yes,6.8,good,self-study,high,easy,57.7,2
female,Bachelor of Technology,5.67,68.7,yes,5.5,average,self-study,high,easy,53.6,6
female,Bachelor of Computer Applications,4.26,80.4,yes,8.2,good,online videos,low,moderate,72.2,4
male,Bachelor of Commerce,3.41,58.1,yes,6.9,average,self-study,low,easy,47.4,2
male,Bachelor of Arts,6.26,50.3,yes,4.6,good,self-study,high,hard,72.4,1
other,Bachelor of Commerce,2.54,46.7,yes,8.9,average,coaching,medium,moderate,48.3,2
other,Bachelor of Computer Applications,0.68,87.2,yes,8.1,good,self-study,low,moderate,50.6,4
other,Bachelor of Commerce,3.17,64.2,yes,8.6,average,mixed,high,moderate,66.7,2
other,Bachelor of Technology,6.13,45.0,yes,5.4,poor,online videos,high,moderate,60.4,6
female,Bachelor of Arts,3.79,54.8,yes,5.9,average,group study,medium,easy,58.2,1
other,Bachelor of Science,7.82,91.7,no,6.0,poor,online videos,high,easy,87.2,5
other,Bachelor of Business Administration,6.85,68.9,yes,5.0,average,mixed,high,moderate,65.4,3
other,Bachelor of Arts,6.33,91.2,no,9.3,good,online videos,medium,easy,84.8,1
male,Bachelor of Arts,6.19,96.7,yes,6.2,good,group study,low,moderate,79.1,1
male,Bachelor of Commerce,4.65,44.0,yes,5.8,average,group study,medium,moderate,57.3,2
female,Bachelor of Business Administration,7.21,96.6,yes,6.9,good,mixed,low,easy,88.2,3
female,Bachelor of Business Administration,4.72,62.3,yes,9.7,poor,coaching,medium,easy,66.7,3
other,Diploma,2.98,81.9,no,6.2,good,group study,medium,easy,67.6,0
male,Diploma,1.57,64.2,yes,9.6,average,self-study,medium,hard,53.3,0
other,Bachelor of Technology,6.5,76.9,yes,9.6,good,online videos,low,easy,86.3,6
other,Bachelor of Business Administration,2.97,80.2,yes,5.9,poor,online videos,high,easy,57.2,3
other,Bachelor of Technology,6.33,48.0,yes,7.6,poor,coaching,medium,moderate,74.5,6
male,Bachelor of Commerce,7.86,65.9,yes,7.9,good,coaching,high,moderate,100.0,2
male,Bachelor of Computer Applications,3.19,52.4,yes,5.7,average,coaching,low,moderate,55.9,4
male,Bachelor of Arts,2.73,47.2,yes,9.9,poor,mixed,high,moderate,49.7,1
other,Bachelor of Computer Applications,1.36,75.5,yes,7.6,good,self-study,high,easy,53.3,4
other,Diploma,3.8,80.8,yes,8.3,poor,online videos,low,moderate,69.6,0
female,Diploma,5.23,55.5,yes,8.1,good,coaching,low,moderate,66.8,0
male,Bachelor of Business Administration,2.5,40.6,no,5.3,poor,group study,high,moderate,37.8,3
female,Bachelor of Business Administration,3.89,98.2,yes,7.6,poor,coaching,medium,hard,80.2,3
other,Bachelor of Computer Applications,4.3,68.5,yes,9.2,good,self-study,medium,moderate,77.2,4
female,Bachelor of Science,2.2,79.1,no,8.6,average,coaching,low,moderate,42.5,5
male,Bachelor of Commerce,0.19,44.5,no,6.7,poor,coaching,high,hard,38.9,2
female,Bachelor of Commerce,1.72,77.2,yes,7.3,good,group study,medium,easy,43.0,2
female,Bachelor of Computer Applications,6.43,85.8,yes,7.8,poor,online videos,high,moderate,100.0,4
female,Bachelor of Commerce,2.22,42.8,yes,6.2,average,online videos,high,moderate,39.8,2
other,Bachelor of Technology,0.11,71.4,yes,6.0,poor,group study,medium,easy,28.0,6
male,Bachelor of Computer Applications,3.4,48.5,yes,6.7,poor,online videos,high,easy,68.4,4
female,Bachelor of Computer Applications,5.46,48.8,yes,9.9,good,mixed,low,hard,67.0,4
other,Bachelor of Business Administration,6.02,76.9,yes,8.2,average,coaching,high,moderate,81.0,3
male,Diploma,3.31,77.2,yes,4.8,average,coaching,medium,moderate,78.0,0
male,Bachelor of Computer Applications,4.57,73.2,yes,4.7,average,group study,medium,moderate,86.2,4
male,Diploma,5.96,70.6,yes,4.8,good,mixed,low,moderate,73.9,0
female,Bachelor of Science,7.11,68.2,yes,9.3,poor,self-study,low,moderate,71.8,5
male,Bachelor of Technology,5.12,68.9,yes,4.9,poor,mixed,high,moderate,54.5,6
other,Bachelor of Commerce,5.53,60.1,yes,6.7,average,mixed,low,easy,80.3,2
male,Bachelor of Computer Applications,0.79,55.4,no,7.9,poor,coaching,medium,moderate,37.6,4
other,Diploma,3.36,55.9,yes,8.9,average,self-study,medium,easy,45.6,0
female,Bachelor of Technology,7.11,94.5,no,5.9,poor,mixed,medium,easy,96.1,6
other,Bachelor of Computer Applications,1.29,56.0,yes,5.4,poor,self-study,high,moderate,19.7,4
female,Bachelor of Arts,2.48,62.5,yes,4.6,poor,coaching,low,easy,50.6,1
female,Bachelor of Computer Applications,5.42,70.2,yes,4.5,poor,coaching,medium,moderate,47.8,4
male,Bachelor of Business Administration,7.22,84.6,yes,4.9,good,online videos,high,moderate,97.5,3
female,Bachelor of Technology,0.47,86.6,yes,8.1,poor,online videos,high,moderate,45.0,6
male,Bachelor of Arts,6.96,83.3,yes,4.4,average,coaching,medium,easy,96.4,1
male,Bachelor of Technology,1.76,58.2,yes,7.9,poor,group study,low,hard,22.9,6
other,Bachelor of Commerce,6.89,49.8,no,9.2,average,mixed,medium,moderate,76.4,2
other,Bachelor of Computer Applications,7.11,89.0,yes,7.1,average,mixed,medium,easy,79.6,4
male,Bachelor of Business Administration,6.2,92.5,yes,9.6,poor,online videos,high,moderate,71.0,3
female,Bachelor of Business Administration,7.39,94.8,yes,6.8,average,mixed,high,moderate,100.0,3
male,Bachelor of Business Administration,7.69,91.5,yes,6.8,poor,group study,low,moderate,90.6,3
male,Bachelor of Technology,7.4,61.7,yes,5.0,good,online videos,low,easy,50.8,6
female,Bachelor of Business Administration,4.11,49.2,yes,7.8,average,group study,medium,easy,67.0,3
other,Bachelor of Arts,3.71,80.2,no,8.6,good,online videos,low,moderate,80.0,1
male,Bachelor of Arts,0.84,79.0,yes,5.2,poor,online videos,high,easy,61.5,1
female,Bachelor of Science,1.73,54.9,yes,7.7,good,mixed,low,easy,27.0,5
other,Bachelor of Business Administration,5.22,77.2,no,6.5,good,mixed,high,hard,96.0,3
female,Bachelor of Business Administration,1.02,99.4,yes,9.9,poor,online videos,high,moderate,57.9,3
male,Bachelor of Commerce,7.54,50.1,yes,4.4,average,group study,high,moderate,72.6,2
female,Bachelor of Technology,1.82,62.7,no,6.4,good,self-study,medium,moderate,65.9,6
other,Bachelor of Technology,0.7,63.5,yes,6.5,poor,mixed,low,moderate,31.3,6
other,Bachelor of Commerce,1.88,52.8,yes,6.8,average,mixed,low,hard,41.1,2
female,Bachelor of Arts,0.39,87.3,yes,5.8,poor,coaching,low,moderate,25.5,1
male,Diploma,1.33,82.4,yes,5.7,poor,online videos,high,moderate,26.7,0
other,Bachelor of Computer Applications,4.7,53.0,yes,6.1,poor,mixed,medium,easy,57.0,4
other,Bachelor of Arts,2.31,91.5,yes,5.0,poor,coaching,low,moderate,74.3,1
female,Bachelor of Commerce,6.41,65.5,yes,4.8,poor,mixed,low,moderate,75.5,2
other,Bachelor of Science,3.24,73.1,yes,9.4,average,self-study,medium,hard,68.8,5
other,Bachelor of Technology,5.71,81.1,yes,7.0,poor,mixed,high,easy,62.7,6
male,Bachelor of Technology,5.67,92.4,yes,8.7,poor,self-study,low,easy,76.3,6
female,Diploma,1.09,53.6,yes,6.1,average,self-study,medium,moderate,45.7,0
female,Bachelor of Technology,0.45,75.5,yes,9.6,good,online videos,medium,easy,53.5,6
female,Diploma,6.74,80.3,yes,8.9,average,coaching,high,moderate,78.1,0
female,Bachelor of Business Administration,5.61,93.2,yes,9.8,average,self-study,high,moderate,100.0,3
other,Bachelor of Business Administration,1.4,86.3,yes,8.6,poor,mixed,high,moderate,59.4,3
male,Diploma,5.44,94.9,yes,8.3,average,coaching,low,easy,70.5,0
female,Bachelor of Computer Applications,2.64,44.5,yes,7.6,average,coaching,high,moderate,73.7,4
male,Bachelor of Science,0.45,65.5,yes,8.8,average,group study,high,moderate,42.9,5
female,Diploma,1.83,58.4,yes,5.9,good,self-study,high,easy,56.4,0
female,Bachelor of Science,6.05,69.8,yes,4.4,good,coaching,medium,moderate,76.6,5
male,Bachelor of Arts,3.13,88.6,yes,6.2,average,online videos,low,moderate,47.4,1
other,Bachelor of Business Administration,4.36,69.6,yes,8.6,average,self-study,high,moderate,76.0,3
male,Bachelor of Science,1.09,42.1,yes,4.6,average,mixed,low,easy,19.599,5
male,Bachelor of Business Administration,0.74,80.2,yes,9.4,average,mixed,medium,easy,69.5,3
female,Bachelor of Business Administration,1.91,40.6,yes,7.2,poor,coaching,low,easy,36.7,3
other,Diploma,3.78,45.9,yes,8.8,average,self-study,high,hard,56.1,0
male,Diploma,6.78,83.7,yes,7.1,average,mixed,low,moderate,81.5,0
female,Bachelor of Commerce,6.11,89.9,yes,9.0,average,coaching,high,moderate,100.0,2
female,Bachelor of Business Administration,1.28,59.1,yes,9.9,good,self-study,low,moderate,35.6,3
other,Bachelor of Computer Applications,0.57,74.1,yes,8.9,average,self-study,low,moderate,38.1,4
male,Bachelor of Technology,1.8,72.8,yes,9.3,good,online videos,high,moderate,80.9,6
male,Bachelor of Business Administration,6.82,43.3,no,8.9,average,mixed,medium,moderate,82.3,3
female,Diploma,4.13,72.7,yes,6.7,average,mixed,high,moderate,64.6,0
male,Bachelor of Technology,6.46,40.7,yes,6.1,poor,mixed,medium,moderate,52.8,6
other,Bachelor of Computer Applications,2.96,89.2,yes,7.4,average,self-study,medium,easy,44.4,4
male,Bachelor of Technology,4.72,84.9,yes,5.2,good,self-study,medium,moderate,78.2,6
female,Bachelor of Commerce,4.76,57.0,yes,6.6,good,coaching,low,moderate,59.9,2
male,Bachelor of Computer Applications,5.01,55.7,yes,4.8,average,mixed,high,easy,74.8,4
other,Diploma,3.76,51.4,yes,5.8,poor,self-study,medium,moderate,45.0,0
female,Bachelor of Computer Applications,1.91,97.2,yes,8.2,good,self-study,medium,easy,64.7,4
male,Bachelor of Computer Applications,3.43,90.7,yes,4.4,poor,coaching,low,moderate,57.3,4
male,Bachelor of Science,7.8,90.3,yes,9.5,good,mixed,medium,moderate,96.3,5
male,Bachelor of Computer Applications,2.18,68.0,no,4.3,poor,online videos,medium,moderate,32.1,4
male,Bachelor of Business Administration,5.8,88.7,yes,5.5,good,coaching,high,moderate,97.9,3
other,Diploma,7.56,75.5,no,9.7,good,mixed,medium,moderate,87.0,0
female,Bachelor of Business Administration,4.53,58.0,no,9.2,average,coaching,low,moderate,61.9,3
other,Bachelor of Technology,3.91,65.8,yes,4.6,good,mixed,high,moderate,59.1,6
male,Bachelor of Arts,0.97,64.5,no,9.2,average,coaching,low,moderate,63.8,1
other,Bachelor of Computer Applications,6.03,61.1,yes,9.1,good,online videos,high,hard,61.3,4
female,Bachelor of Computer Applications,7.29,54.5,yes,6.9,poor,online videos,high,hard,79.4,4
female,Bachelor of Commerce,7.85,63.9,yes,9.2,average,mixed,low,hard,100.0,2
other,Bachelor of Science,1.61,76.0,yes,6.9,average,group study,high,easy,32.0,5
other,Diploma,7.36,51.8,yes,4.9,good,coaching,low,moderate,85.9,0
other,Bachelor of Computer Applications,2.96,48.5,yes,5.4,good,coaching,medium,moderate,49.0,4
other,Diploma,4.95,81.4,yes,6.0,good,online videos,low,moderate,77.6,0
female,Bachelor of Business Administration,1.79,71.6,yes,6.0,good,self-study,medium,moderate,37.3,3
other,Bachelor of Computer Applications,1.99,61.1,no,8.4,good,online videos,medium,moderate,61.9,4
other,Bachelor of Commerce,4.95,94.5,yes,5.3,poor,group study,medium,hard,62.0,2
other,Bachelor of Computer Applications,3.88,67.7,yes,8.5,poor,coaching,medium,hard,52.3,4
female,Bachelor of Arts,7.72,59.9,yes,7.3,good,self-study,medium,moderate,82.5,1
male,Bachelor of Computer Applications,2.12,53.0,no,7.6,poor,self-study,medium,moderate,30.3,4
female,Bachelor of Science,7.02,59.4,yes,8.3,good,mixed,low,moderate,57.6,5
male,Bachelor of Commerce,3.68,56.4,yes,8.7,average,group study,low,easy,39.7,2
male,Bachelor of Science,1.08,92.0,yes,6.3,average,self-study,medium,easy,62.1,5
female,Bachelor of Commerce,1.91,93.5,no,8.1,poor,coaching,low,easy,55.0,2
female,Bachelor of Computer Applications,6.05,64.8,yes,4.3,average,group study,low,moderate,69.7,4
female,Bachelor of Technology,6.61,55.7,yes,8.6,poor,online videos,low,easy,54.5,6
other,Bachelor of Computer Applications,0.32,47.8,yes,8.6,good,self-study,low,hard,38.1,4
other,Bachelor of Computer Applications,3.28,83.0,yes,9.8,average,self-study,low,moderate,60.8,4
female,Bachelor of Business Administration,3.95,92.7,yes,5.1,poor,self-study,medium,moderate,72.2,3
female,Bachelor of Business Administration,4.92,64.7,yes,4.8,good,group study,high,moderate,71.3,3
other,Bachelor of Technology,5.2,92.5,yes,9.5,poor,self-study,low,moderate,66.6,6
male,Bachelor of Business Administration,6.64,54.9,yes,6.0,poor,group study,low,hard,58.3,3
other,Bachelor of Science,2.19,76.5,yes,7.6,good,group study,high,hard,60.4,5
other,Bachelor of Science,0.9,44.9,yes,9.7,good,self-study,medium,moderate,45.4,5
other,Diploma,1.49,73.8,yes,8.1,good,mixed,medium,hard,61.6,0
male,Bachelor of Business Administration,7.49,78.3,yes,5.6,good,coaching,high,hard,87.8,3
female,Diploma,4.37,78.7,yes,4.8,poor,online videos,low,easy,67.0,0
other,Bachelor of Arts,1.75,86.7,no,6.1,average,online videos,medium,moderate,39.9,1
male,Bachelor of Commerce,6.29,45.7,yes,8.0,poor,mixed,low,moderate,59.5,2
male,Diploma,4.7,56.7,yes,9.7,average,mixed,low,easy,62.4,0
female,Bachelor of Business Administration,2.94,81.6,no,4.4,poor,self-study,high,moderate,50.1,3
female,Diploma,0.15,75.5,yes,6.6,good,mixed,high,moderate,52.2,0
other,Bachelor of Technology,6.26,97.0,yes,8.8,average,mixed,high,moderate,84.5,6
female,Bachelor of Arts,5.74,87.1,yes,9.2,poor,mixed,medium,moderate,79.8,1
other,Bachelor of Computer Applications,2.1,68.3,yes,9.1,poor,online videos,low,hard,38.8,4
male,Bachelor of Computer Applications,2.12,72.0,yes,8.7,poor,group study,medium,easy,62.6,4
female,Bachelor of Computer Applications,2.17,79.6,yes,5.1,poor,self-study,low,hard,37.0,4
male,Bachelor of Science,5.36,40.6,yes,6.1,poor,mixed,low,moderate,67.0,5
male,Bachelor of Arts,2.35,61.9,yes,7.5,average,mixed,high,hard,59.2,1
male,Bachelor of Technology,2.48,47.3,yes,4.8,poor,online videos,low,hard,27.2,6
other,Bachelor of Computer Applications,3.01,54.4,yes,6.4,good,group study,low,easy,64.7,4
female,Bachelor of Business Administration,7.84,89.8,yes,5.3,poor,group study,low,moderate,97.1,3
male,Bachelor of Science,3.68,72.9,yes,5.8,average,online videos,medium,moderate,53.1,5
male,Bachelor of Computer Applications,3.02,91.6,yes,8.8,good,group study,medium,moderate,72.5,4
female,Bachelor of Computer Applications,3.76,93.3,yes,8.1,good,coaching,high,moderate,93.8,4
other,Bachelor of Technology,5.75,88.4,yes,4.1,poor,online videos,high,moderate,72.7,6
other,Bachelor of Technology,7.07,85.7,yes,9.6,good,mixed,low,moderate,89.4,6
male,Bachelor of Science,7.91,50.0,yes,7.2,average,group study,medium,easy,73.7,5
other,Bachelor of Technology,3.89,56.2,yes,7.9,good,group study,medium,hard,77.0,6
female,Bachelor of Arts,3.68,82.2,no,7.7,average,online videos,high,moderate,81.5,1
other,Diploma,2.64,58.1,yes,4.4,good,self-study,low,moderate,39.5,0
male,Bachelor of Technology,6.23,62.5,yes,9.3,average,coaching,high,hard,84.9,6
female,Bachelor of Business Administration,5.24,96.2,yes,8.1,poor,online videos,high,hard,71.5,3
other,Bachelor of Commerce,2.91,82.4,yes,5.5,good,self-study,low,easy,71.0,2
male,Bachelor of Computer Applications,4.15,46.4,yes,4.5,good,online videos,low,moderate,46.7,4
other,Bachelor of Arts,1.65,83.3,yes,9.9,poor,coaching,high,moderate,66.7,1
male,Bachelor of Business Administration,5.55,87.6,yes,9.6,poor,mixed,low,moderate,85.8,3
other,Diploma,2.02,94.8,yes,8.3,good,online videos,high,moderate,48.3,0
other,Bachelor of Technology,2.8,81.1,yes,7.2,average,group study,high,easy,62.4,6
other,Bachelor of Commerce,0.54,45.7,yes,7.6,poor,coaching,high,easy,23.1,2
other,Bachelor of Science,1.76,85.9,yes,7.0,good,self-study,low,moderate,68.1,5
male,Bachelor of Science,1.56,79.4,yes,9.2,good,self-study,low,moderate,34.7,5
female,Bachelor of Business Administration,5.88,67.4,yes,8.4,good,online videos,low,moderate,52.9,3
other,Bachelor of Technology,5.56,85.6,yes,4.4,average,mixed,low,moderate,88.4,6
male,Bachelor of Commerce,4.31,71.5,yes,6.0,good,group study,high,easy,64.7,2
male,Bachelor of Technology,3.1,95.9,yes,8.3,poor,online videos,low,easy,43.7,6
male,Bachelor of Business Administration,7.12,95.9,yes,9.9,poor,coaching,high,hard,85.4,3
other,Bachelor of Computer Applications,7.07,53.5,yes,8.6,good,group study,high,hard,88.9,4
male,Bachelor of Arts,4.82,66.4,no,7.0,average,mixed,medium,moderate,70.9,1
female,Bachelor of Arts,5.26,51.9,yes,8.6,average,coaching,medium,moderate,78.5,1
female,Bachelor of Arts,6.37,59.8,yes,8.3,average,mixed,low,moderate,70.8,1
female,Bachelor of Science,5.78,53.4,yes,8.3,poor,online videos,medium,moderate,82.2,5
other,Bachelor of Commerce,1.8,70.7,yes,9.7,poor,group study,high,hard,52.4,2
other,Diploma,4.03,40.6,yes,7.7,good,group study,low,moderate,50.4,0
female,Bachelor of Technology,1.22,87.5,yes,7.1,good,coaching,high,moderate,56.0,6
other,Bachelor of Computer Applications,6.48,49.5,yes,8.5,poor,coaching,medium,moderate,59.4,4
male,Bachelor of Science,5.23,56.4,yes,9.3,average,mixed,medium,moderate,91.5,5
other,Bachelor of Technology,7.83,50.5,yes,7.8,good,self-study,low,easy,62.6,6
male,Bachelor of Science,1.09,61.2,yes,4.1,good,self-study,low,hard,23.6,5
male,Bachelor of Science,4.08,44.6,yes,4.4,good,online videos,medium,easy,52.6,5
male,Bachelor of Commerce,5.79,91.5,yes,9.0,good,online videos,medium,moderate,100.0,2
male,Bachelor of Computer Applications,6.94,64.9,yes,7.0,poor,mixed,medium,moderate,64.4,4
other,Diploma,6.83,95.5,yes,9.9,poor,group study,low,moderate,80.5,0
male,Bachelor of Business Administration,1.62,42.8,yes,5.3,average,self-study,high,moderate,40.7,3
other,Bachelor of Science,7.86,50.4,yes,8.2,poor,self-study,medium,hard,74.5,5
female,Diploma,7.85,90.1,yes,6.5,good,mixed,high,moderate,100.0,0
male,Bachelor of Computer Applications,7.75,67.8,yes,4.1,poor,coaching,medium,easy,86.7,4
female,Bachelor of Technology,4.91,43.6,yes,6.2,good,self-study,medium,easy,83.0,6
male,Bachelor of Commerce,6.66,42.8,yes,5.2,poor,self-study,low,easy,59.7,2
male,Bachelor of Computer Applications,0.61,93.7,yes,7.3,good,coaching,low,easy,62.5,4
female,Bachelor of Technology,2.04,55.7,yes,9.2,poor,mixed,medium,hard,32.9,6
other,Bachelor of Technology,0.74,64.7,yes,9.9,poor,group study,low,moderate,38.9,6
female,Bachelor of Business Administration,4.04,93.8,yes,7.3,poor,coaching,low,moderate,60.6,3
male,Bachelor of Commerce,7.72,80.1,yes,9.6,good,self-study,medium,moderate,91.9,2
other,Bachelor of Arts,5.19,86.2,yes,9.2,good,self-study,high,moderate,87.4,1
other,Bachelor of Computer Applications,3.69,68.3,yes,5.2,poor,group study,medium,moderate,56.6,4
